Origin,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Hardness,ph,Survivability
ocean,36343.40706,8.532725773,375.9643912,393.877683,17.44230131,4.365925921,3.642289214,217.2832624,7.583770299,0
lake,16298.00135,5.78470854,338.2505123677854,525.2137907,11.05544595,4.385629382,5.302972731,159.4331752,5.866702734,0
river,21051.25691,8.739505128,348.0477605,353.3654184,19.63704162,3.906205893,4.732002727,220.4223891,6.394980461,0
ocean,37174.00541,7.867815242,329.0195542,466.783264,13.98870666,9.166400435,4.371078785,204.04889,5.82126163,0
river,27859.74831,6.64635563,286.4748065,524.5479749,13.06780306,9.228624273,4.460362938,212.5550663,5.514062185,0
river,37200.24206,7.401099401,311.7948866,573.1355324,17.23865591,4.330051752,3.295033859,200.4644449,5.198067643,0
ocean,28263.31064,6.478948476,329.6998760845019,417.6082144,16.55254307,4.050032917,3.93356497,215.6372552,7.362331187,0
lake,22523.43357,8.064693072,343.2938764,503.2533171,12.16833372,8.877206501,4.127599073,207.3614294,7.06614184,1
lake,25107.20863,6.536679802,328.89250067054877,473.2680964,10.81712252,8.818918363,3.75672017,232.3868274,5.420347747,1
lake,16351.22629,7.838884174,353.1898057,420.1368731,8.840514451,4.212778277,5.251223104,222.1130042,7.015332583,1
lake,13593.60002,6.456238477,401.737392,392.2067414,19.82739182,3.796932924,4.914883756,150.6710211,6.044671753,1
ocean,31369.54164,6.218948454,327.0014480374464,527.0007956,10.52293463,4.145124317,3.574172022,246.4769625,6.198650336,1
river,20243.0882,7.099474378,333.7714027744955,363.9740597,11.91320393,4.082165702,3.089549648,178.2005415,7.678945067,1
ocean,35381.67076,4.740110743,323.5160531180678,463.4616401,7.091228957,9.202215098,3.040031498,125.705329,8.062066123,1
lake,32595.12024,7.572435471,324.5515135,489.2721602,12.30563441,3.84347478,3.968177083,200.1637946,7.255798597,1
river,28508.21693,6.811415525,293.0783048,306.1155393,9.006142614,4.125714564,2.505650441,306.6274814,6.792407469,1
lake,11610.20795,7.870061541,332.7590286,514.9259969,12.29161551,8.964401701,2.087080217,195.8272127,8.837786915,1
river,21776.17017,6.278292699,359.099733,353.7729296,14.18147063,3.543623331,4.54810035,194.0563929,5.289618437,1
lake,11598.68237,8.053642008,343.2425940144198,297.6758766,12.90735091,4.313329377,3.198879005,153.8097827,7.695049437,1
river,16559.87726,8.877010593,355.3049804,545.228668,7.283012996,4.308535211,4.687846798,219.1782966,8.693149901,1
lake,16078.45939,7.652135132,355.6888923,282.5023381,17.29755552,4.190640151,3.360130678,219.1433726,6.999764511,1
lake,16616.51662,6.352933531,329.3397676,337.4360877,12.44697563,4.113483779,4.490105279,173.3909282,6.897922717,1
river,24259.75167,7.360504475,332.1978358440974,342.5814436,12.33297914,4.230462066,2.881370055,212.8385143,6.382314604,1
ocean,26955.33018,6.772753383,296.6515644,443.8725583,17.04868332,4.301729833,3.354890148,271.6308238,5.609025354,1
lake,22807.33885,7.389259612,331.33564993691056,328.6844196,13.22566586,3.947454876,3.123166159,225.9419346,6.277463093,1
ocean,19789.63608,7.856556902,340.3263144,377.9263683,18.91702672,4.089201427,4.42513397,191.6926397,7.714312672,1
ocean,22337.44839,6.867963632,379.6138031,337.0773485,11.71214925,4.204212112,3.707053968,162.2133452,6.351286549,1
river,26845.66101,7.673719025,327.2391088,389.2642157,11.03286717,3.979878261,4.007902613,184.8285571,7.958871446,1
ocean,13776.62179,5.925462323,342.28467338444716,315.1993932,12.08216871,4.134757239,3.797067861,164.2545648,6.618186567,1
ocean,21111.6641,4.339125999,301.3071729,384.7532976,9.261965326,4.276696914,4.176218743,161.0023053,6.000723336,1
lake,21217.1586,5.298877262,317.2567883,305.2436004,16.86545299,4.145582197,3.271338859,159.1689259,6.39292784,1
ocean,20287.35977,5.274744659,282.0857193,377.000392,14.0462775,4.228689556,2.367041309,223.2788913,6.977267852,1
ocean,18664.8443,6.690393745,312.3930192,503.414897,15.42245924,9.115883182,3.861109202,218.5493627,6.353436844,1
lake,20666.41014,6.903524638,333.6099562705367,428.6953308,8.398237311,4.22377734,2.747027112,140.8678983,6.019939995,1
lake,31598.53638,6.778054104,321.9967699782978,464.0254828,12.05362721,9.105050741,3.842577604,157.9274924,9.241338767,1
ocean,10815.39944,7.795542714,344.8571303082264,626.1287371,17.47759799,4.110705609,3.88950004,214.4695748,5.938321179,1
lake,32898.74937,7.019971075,280.6749836,364.9311281,17.05118473,4.259599662,4.284831119,230.9328321,8.249550509,1
river,9583.710441,8.509403339,371.4716905,325.6836912,11.78126502,8.943585549,5.554074526,210.3714356,7.605674821,1
river,15736.89396,8.034283891,335.53674813911846,303.1081459,17.42546021,9.036223144,2.285519929,174.6141336,7.511816641,1
river,25661.36054,6.939853225,352.3449293,419.8958885,11.83538218,4.282703943,4.255948317,182.0368954,6.788291583,1
lake,37033.15209,4.727072323,280.8449162,376.6727942,12.48525699,4.074456154,2.942115367,200.4043509,6.692531669,1
ocean,17150.10055,9.378390092,380.3013502,514.5456721,20.63759873,4.350653053,4.080786271,262.8084777,6.028101118,1
lake,17180.18818,8.915970938,393.2757718,349.00307,14.35459508,4.064694003,2.404729206,218.0623835,6.715940564,1
river,26551.3701,7.120772303,312.9340248,306.3455625,17.9981601,4.224730494,4.354535491,202.4580608,7.490786676,1
lake,21226.66555,7.342380639,387.4028567,421.0999169,13.99610055,3.954585399,4.746091949,147.9680603,7.025821771,1
lake,11848.76973,7.657534113,342.97692647296867,486.9705426,16.06143978,4.140772537,4.159566509,202.2562815,6.983860439,1
lake,19743.14842,3.40268159,305.4312362,502.9190132,15.09409115,8.944515335,4.526350939,97.2809086,6.347020018,1
ocean,24682.12455,7.425580497,323.8327374,349.3132127,9.497937073,3.944686604,3.981968832,230.3429008,7.322828417,1
ocean,15228.91291,6.182409482,321.3994036,523.241732,12.68372439,8.935628019,4.263180268,207.0507483,6.777506359,1
lake,27193.31738,5.791452509,326.6764295232017,356.5198655,7.832108146,4.254472552,2.746649834,155.5535654,8.370364965,1
lake,36505.52426,6.062561087,298.5524799,474.0574902,14.29924187,4.286436169,4.299209281,168.8964217,6.642755695,1
lake,15597.64088,7.751461186,361.2478097,452.9220249,14.59714452,4.274594203,4.15016691,203.7072216,6.217584914,1
lake,36269.70132,4.973866332,277.4992971,320.470853,14.78634736,8.812955821,3.352764606,192.5217032,6.630122156,1
river,28338.66404,6.392120731,319.0050711,496.9062662,16.19287015,9.046254043,3.767443126,171.751754,8.051022203,1
ocean,28234.90686,7.784123049,297.3305281,444.5601085,12.64517578,4.378978655,4.93008381,208.3260218,8.416086817,1
ocean,12732.88824,7.717186742,331.087177,449.6856024,15.66962824,4.03254149,4.534233043,204.7242814,7.933067692,1
river,15805.65015,7.263017971,335.50981223381984,291.7960672,13.0436168,4.35838756,3.784085381,181.5253898,7.917608595,1
ocean,15428.45092,7.570768596,305.6164225,516.2178472,17.52681934,9.056638623,3.931730863,246.622871,7.033945359,1
lake,31749.9244,5.884795116,321.8359506426922,503.9087331,18.5024061,4.373923149,3.959636524,225.0885545,7.580048808,1
lake,20465.58861,7.212916681,333.8232887722096,590.9065736,15.29270572,4.173461006,4.81018543,129.2400806,8.473249064,1
lake,24170.27489,8.706012437,349.772176,477.0239651,16.57405983,9.085435129,4.274738214,237.2695048,6.816416925,1
ocean,22550.49226,4.973592706,297.4044974,460.4153864,20.78959171,9.092977923,4.007347485,169.9262216,6.227826795,1
ocean,28315.43778,7.144655075,318.465146,425.9842127,11.81323117,4.229036057,5.114607051,283.9972841,5.632731647,1
river,25100.1314,6.817660238,331.86860892180687,453.7579722,14.63243828,8.853298033,3.452149736,199.4250377,8.832641116,1
lake,22455.69501,8.283757695,386.0387902,401.2562923,16.65011437,3.471159897,3.938505627,219.3429325,5.646083312,1
river,39172.38964,6.014737759,326.35566506482826,330.0786128,11.42337702,4.098786336,5.021464632,228.5903923,5.675294715,1
river,24712.99343,5.687865445,287.5708839,434.9545189,8.64249441,8.898949089,3.153004728,180.7955581,7.986018499,1
ocean,30897.99004,5.48492041,327.41109177066323,437.3485849,15.58190274,4.140807066,4.943842601,167.8233153,7.159613912,1
lake,11246.42665,8.208677807,377.2216723,341.7164586,15.66995529,4.222885182,5.185000024,213.4282694,7.565198073,1
river,22585.78881,5.676387235,332.85362705460943,496.6034248,16.15496381,9.053589199,4.916218246,231.4450543,6.865568515,1
lake,22207.48287,7.387451233,331.9728763182493,464.8513219,14.02860216,4.134317312,3.83763909,198.0210951,6.129069622,1
ocean,28702.95238,5.922292949,338.0275987,430.1851618,17.66455498,4.242379403,4.53937115,186.7226312,5.991371082,1
river,9076.646483,9.75208796,357.3847087,443.0374169,13.3078238,4.156171402,4.072063353,190.8974211,9.723377231,1
ocean,19496.84859,7.158342921,289.9459845,433.9740225,15.15381695,4.327637772,3.700916676,225.0631028,7.736312841,1
ocean,16006.97259,6.369162812,314.4524251,316.2780291,17.86553321,8.913166585,4.999752023,193.1625009,6.715799479,1
lake,24042.18816,7.639210005,338.293868,418.2637575,13.2658526,4.213281783,3.529427237,155.6161124,8.242558635,1
river,28979.7676,7.015365326,312.3354721,426.0834788,17.95000056,4.025063754,4.076403287,215.4452044,6.539546128,1
ocean,13098.85829,5.565529496,342.87345639436194,343.9724054,15.23864173,4.198925349,4.677920641,216.6470682,6.78538406,1
river,26136.31357,7.773735988,335.0542435,403.7542555,10.90547626,4.335105678,4.628974864,248.9047116,7.007974587,1
lake,29565.71111,7.432179521,324.15623814046575,322.5334232,11.30924507,4.264322838,4.64004301,175.3372395,7.918087079,1
lake,26693.76161,5.808579501,333.0733642,312.8693643,12.37627228,3.519311057,4.154685424,186.0606035,5.772769698,1
lake,24578.42122,6.594144886,288.6784626,336.8246562,16.70192017,4.245534604,3.1492018,203.3961302,8.73352533,1
ocean,27651.6091,6.529774496,321.6964552,453.6375097,11.28338664,9.06395517,5.544167317,200.7055053,6.917858355,1
river,33092.66935,6.765469172,305.8555705,377.6189451,13.30939096,3.784631051,4.026622094,157.6669175,8.512780909,1
lake,23308.29688,7.177445309,355.4438313,585.166427,10.74214585,3.732270694,4.211671959,218.6196993,6.539115261,1
river,16255.90137,7.654550198,381.1804665,591.801472,12.31249282,4.105622698,3.152762794,156.1108292,7.274198051,1
lake,32528.11561,5.089127566,292.2878884,440.3178709,10.00814598,4.138039247,5.349210586,160.9626028,7.118980168,1
river,14778.03288,6.390679361,335.7960815,517.5468169,15.9318794,4.21288907,4.302179285,249.1635669,5.941942536,1
river,22184.52703,7.15654054,357.9097952,480.1431086,11.31600157,4.024351047,4.201577247,135.2592725,7.278910903,1
lake,35558.73165,6.371977545,299.7867108,394.8293259,11.98396088,4.26060921,4.12082788,194.8589999,6.919726155,1
river,17617.87631,7.044432595,323.4000316,277.4127111,12.4935102,4.131563819,3.495062986,167.3853532,8.25121778,1
lake,10835.20116,6.826330632,378.77572,430.4187865,13.62132497,9.246448294,4.585971676,184.4291595,6.528490775,1
ocean,12653.94408,7.836606041,343.2599598394687,571.8220682,13.21648859,4.128498808,2.725564949,175.4658605,7.031839174,1
river,25058.16022,6.881658941,327.9493964,313.0915196,16.58907204,4.303750739,3.579651838,205.1907067,7.494391101,1
ocean,15007.42153,6.997160011,328.81876,468.5550615,17.40726104,9.311861653,4.89205044,214.380139,6.957433638,1
ocean,20122.19256,6.862782054,353.0119744,472.7093809,11.0588185,4.184540308,3.802819638,197.7595026,6.509621638,1
river,14348.57292,9.923315466,368.8420115,610.6295503,9.386798894,9.052299664,3.438279839,271.6012124,6.790838199,1
lake,35701.15532,5.494254342,290.0528022,401.0588017,10.28528265,4.210950296,5.25648355,175.4210394,6.975209178,1
ocean,16982.13197,6.938467053,318.2457103,484.0922845,18.52710477,8.800293204,2.890998522,226.4196094,6.505065807,1
river,33245.63059,7.02218702,326.1684795,479.9205378,15.91891223,4.116428793,4.601351198,174.2805663,6.617862257,1
ocean,16980.25848,7.051697433,369.9062775,299.4049766,18.70365696,4.156826709,3.846611901,178.3317527,6.769769339,1
river,16473.06709,8.435789356,367.8531795,462.9937287,12.57442047,2.919270416,3.937334184,191.5484007,7.058866081,1
lake,26999.38208,7.002092479,266.8031231,352.1959121,14.65080895,4.096988455,5.427372665,258.4900758,7.539287395,1
lake,6873.559885,8.534328845,348.2620866974783,440.4711976,11.04745568,4.126101385,3.716367555,198.9665123,7.490807654,1
river,12988.79123,8.476905391,392.3805285,306.3862826,7.122391113,3.742195252,3.594217364,227.0339937,6.037428194,1
lake,27881.50441,7.881448097,337.1110167,443.2087743,14.52338912,4.176258443,4.371882445,232.926598,6.706695161,1
river,22540.77517,7.196435143,304.6805992,382.5026998,18.8387354,4.003971812,3.639971876,218.153477,6.758851697,1
ocean,31130.21264,4.584071245,327.2093566205729,351.5754114,18.9385279,3.991520307,2.748428797,151.2025915,7.48678088,0
ocean,10836.96978,7.792593267,362.2965521,513.1888415,12.70446004,3.726802134,4.141819203,228.9604179,6.904121373,0
river,15818.26132,10.57468147,335.50487168547323,541.7550825,13.40814649,4.018527164,4.725746456,267.6552225,7.348937142,0
river,23264.10997,5.922367041,300.4026201,387.9713358,13.40673745,3.785896959,2.487968647,224.0588768,7.846057926,0
river,15391.55915,8.014257064,273.0868901,487.625733,9.696477803,4.2584035,3.70432422,248.833263,6.1798098,0
lake,13821.55616,7.557414862,334.6195242,499.0709093,19.33914307,8.815845487,3.959517637,209.3620748,6.755669308,0
river,22465.68756,5.000450606,332.90067788590534,408.3601989,6.732793598,9.043430797,4.246446172,116.0619504,8.218171066,0
ocean,17625.46641,6.479557844,372.7483191,492.7034162,11.66575309,3.906212019,3.969463254,164.1271804,6.980061939,0
lake,18982.95376,8.286513899,335.3982902255788,511.4851573,16.18354243,4.367414412,3.299047219,235.9451102,6.381978996,0
ocean,15176.29068,5.66166259,341.0687606627703,471.0471287,15.43828677,4.052348044,3.829783554,191.8418015,6.64800546,0
ocean,21391.16254,6.576866192,356.6222215,390.2852661,14.39160618,8.815448597,4.383823385,189.077962,7.260904363,0
lake,12883.16353,9.264883097,347.4212659,355.1757122,12.76254632,4.221851022,3.717822718,197.0289262,5.467401255,0
river,12558.89797,9.29729963,317.9832359,409.4272358,10.75484155,3.464667967,2.943521712,216.7362319,6.090016057,0
river,17981.25478,6.580460164,359.3925667,420.3942228,15.85679712,9.244296595,3.73992167,145.7973174,8.205447053,0
river,33843.61945,5.216368725,390.7458255,462.9676393,18.69872993,8.859362247,3.93382646,123.3366439,7.670505864,0
river,20149.17967,5.803999901,288.3568559,291.3042116,12.32733519,4.065663453,3.084039762,209.1281633,6.791097166,0
lake,14619.62726,6.584414155,315.9967929,370.7956045,12.21941068,8.877496216,3.78880332,214.0719823,6.336342762,0
river,19932.58523,5.770106829,317.7088539,590.3251265,13.5569112,9.009673481,3.87771425,223.2649362,7.473235377,0
ocean,16862.54348,7.101816885,306.182925,478.654518,13.25447539,9.083705723,5.030452202,237.9226372,7.380104835,0
river,15741.08163,8.0757381,335.53510757871885,391.2587937,16.54386888,4.098437611,3.913904717,250.8966214,7.876495131,0
ocean,18966.36305,10.2135746,337.77626967173387,400.5663301,12.84182829,4.125037843,4.661057552,178.2236826,6.021051323,0
river,30210.25037,9.508298704,340.2457661,430.0785909,23.23432591,4.301357612,4.275640248,166.9659605,6.58545023,0
lake,21079.60621,7.275077846,318.8534483,351.0242557,14.01914892,4.180636897,4.582591795,157.0461254,6.342671183,0
river,12829.09278,7.347360637,331.3018775,451.7344167,19.6409225,4.306784962,4.36085117,238.3247509,6.632990254,0
lake,9968.962738,7.878997796,344.97384347815955,503.8963569,17.40892171,4.361605044,3.555737566,197.9189928,5.400700138,0
river,25480.91841,6.926943239,331.7194319118491,438.6196351,13.08908602,4.078960036,2.413628852,221.3432095,7.460147818,0
river,20922.15446,4.633573767,333.50537197100255,400.3428119,18.33085625,3.725587308,1.687624505,148.253186,6.709822001,0
ocean,28545.35543,5.096893752,329.45485967333934,574.4028275,17.77801461,4.049224332,3.52438043,239.1397786,8.054893322,0
ocean,11086.25986,9.993375714,285.7447584,368.629147,17.12080332,3.799236816,3.277601364,252.3527992,6.920388988,0
ocean,31659.96274,5.232019589,326.7491550039609,559.0028538,14.39304637,4.048130487,2.927051442,184.4844265,7.025456548,0
lake,26848.62984,6.055533741,337.9404817,347.7480612,13.75756405,4.337752976,3.195944251,173.7507758,7.974248428,0
lake,18134.83502,8.754513038,314.4715658,452.9702847,12.0659628,4.376382137,3.338880126,222.6284245,8.03105522,0
ocean,17598.20035,8.131319435,338.96481250792834,384.0872809,5.051694615,4.274347024,3.437946395,213.6911685,7.614056817,0
river,21885.50378,9.529227822,333.1279705173593,337.6321732,8.863614187,4.168940486,3.76216286,209.8608444,7.643578362,0
river,38356.2265,6.028454349,297.329355,525.8794084,16.07111983,4.329544547,5.164284275,169.049684,7.731315009,0
lake,23050.33126,6.832938265,290.7032363,421.220228,13.88135748,4.203070292,3.38970529,154.6819023,6.268402756,0
river,19283.40205,5.43502469,399.9407844,391.3242155,18.14856179,4.169739824,3.821721167,155.6448051,7.369911642,0
lake,20481.64207,7.605958275,354.2890348,422.3410482,14.79395985,3.851063448,2.728617352,165.8215453,6.320375285,0
lake,26115.61633,5.13789062,357.7940881,402.8747986,7.96047754,4.169738241,4.700618336,205.2131051,7.290088572,0
river,17538.54117,8.345192367,345.1449576,430.9595045,15.3294379,3.871646367,3.415525525,164.6181852,6.356511062,0
lake,29477.7644,2.456013596,324.0555922,371.2119513,18.69391504,4.012422465,4.069086698,160.2241817,7.974065001,0
ocean,11870.42485,8.877868642,343.9406143901571,417.4125312,15.25279421,3.167571374,5.070841577,267.5330269,4.943508444,0
ocean,29432.20825,6.356293646,322.7503277,444.9576179,13.02743928,4.367291118,3.786486994,220.5717962,7.700362305,0
river,10215.81242,5.983974184,306.7968615,441.4985004,17.22914943,4.19479624,4.88916336,228.1980268,6.05460718,0
ocean,31056.57878,3.619779035,327.27332342569366,426.8833667,13.78298874,3.568075107,5.036882987,255.3248719,8.545890346,0
ocean,13655.68065,6.817247235,337.7537758,328.2172512,15.23112896,9.070676691,4.72550711,182.0647049,7.752176213,0
ocean,8730.312436,8.32189684,300.2204275,412.7085568,6.478625964,8.804584924,3.165618482,220.8175225,5.588129751,0
lake,18503.76653,7.240819805,356.2630798,329.5041913,15.28065324,8.880201347,3.08168124,178.5887535,8.649868625,0
river,32210.8163,4.996763122,320.5323627,400.1498058,19.87360427,3.869393996,4.44817057,187.7006542,7.899256515,0
ocean,28105.96489,7.330957605,389.8097463,423.963995,15.37377985,4.24806362,4.769768271,136.8905306,5.952267969,0
river,11861.55085,7.20030983,300.3984351,420.5492185,7.168607177,9.038391645,3.221138969,201.8092165,8.040187557,0
river,12770.83183,8.231574473,284.9459493,499.8547966,13.50127057,4.349554596,3.923590202,191.1193373,4.313219151,0
river,14794.4114,7.80929151,335.9059748368415,553.6444595,8.027568475,4.372445629,3.165632391,209.7788053,6.707016928,0
ocean,19790.85693,6.615780733,337.0600198466508,489.7968884,19.67070272,4.19026073,3.756873895,186.8077508,5.853560601,0
river,23173.31953,6.730860948,367.1541839,552.074544,7.73310927,9.053192174,3.864098419,175.7549712,8.817402774,0
lake,27109.89561,9.791960768,341.1636312,339.7299878,16.21767979,4.364410139,3.47819378,246.1847192,7.47640846,0
lake,16663.60251,8.062782659,337.86213463718406,354.7649403,10.6829209,3.647103129,3.817215105,176.3352099,7.367371853,0
lake,22139.87885,4.25272141,376.3345659,438.515587,8.597973316,9.082933472,5.474354698,188.0544191,8.927905926,0
ocean,11123.88616,8.809433144,314.8713417,326.3508725,19.31253635,8.894161059,3.440753325,221.6494395,5.62122732,0
ocean,30823.73049,7.816636047,354.1759723,395.2972755,12.09525149,4.170807054,3.275142037,205.3965817,7.566517125,0
ocean,15765.78672,10.08834489,339.4024397,407.3195393,21.30504837,4.160001169,3.723625473,240.9751559,6.115637546,0
river,32869.47441,6.745588412,365.2086922,326.6271313,13.88332895,4.309969526,3.497604114,188.3732817,7.595228724,0
lake,18535.04645,5.497159163,339.8389768,354.6673118,14.97900007,4.304179894,3.79512408,258.0199471,7.399724708,0
ocean,20518.55543,10.13598691,336.4278575759761,457.646782,9.812921149,4.059094889,3.352436318,168.9525905,7.002479941,0
ocean,10315.35397,7.822600687,281.7717071,496.3508753,12.6246132,8.962450153,2.362886022,238.51023,5.345345371,0
lake,22198.92942,7.608495516,331.981962639255,479.0918451,13.74428378,3.960758161,5.2057243,174.7961234,6.185951163,0
ocean,26764.49443,6.241526548,331.00191952507197,485.8662579,18.78051983,8.836382154,4.699457411,161.5302665,6.070090952,0
river,30235.1708,5.984901235,308.2036941,453.9547573,16.06273897,3.482931279,4.861276292,196.7349272,7.095569331,0
river,17328.16146,7.692417174,306.4795583,406.0856141,9.57860245,3.839037992,5.060835979,191.6659977,3.928556492,0
ocean,13858.70394,9.179441915,342.21336742693063,403.5604823,12.52012614,4.095127481,4.15549464,244.8467167,6.352973105,0
ocean,19345.79133,6.029641484,264.285069,497.4771505,16.38119482,3.85658477,5.046973116,219.7161088,5.999125178,0
ocean,17915.08597,4.793574529,334.571785,381.1593537,14.39874024,3.897913869,3.92861371,208.1065481,8.899588378,0
ocean,28767.75742,5.074145829,349.9852426,495.0370675,14.24768198,4.35791623,5.127394949,194.8680827,7.37533762,0
ocean,24967.323,6.264584285,335.2169277,485.5831879,8.280181032,4.173528106,4.264944046,184.309222,8.979322853,0
lake,30268.42127,6.298969846,330.9784658,436.1649753,11.89570044,4.041678873,2.380088049,216.4541076,8.532377474,0
river,34727.40856,5.162278044,287.706912,332.1995072,10.3274762,4.360055373,3.497480961,176.6400633,7.213537481,0
lake,21961.52692,6.987977754,348.9000157,341.2099365,15.17836842,4.248237583,3.668879697,219.1848137,6.582764204,0
river,21229.08331,8.940429867,333.38512961264905,354.1118604,11.78338316,9.070090482,5.051493874,275.8865128,5.986593892,0
lake,28263.80372,7.11571467,318.7902016,532.1847408,21.46949128,4.372326586,5.092364652,166.6769499,6.841221063,0
river,33266.57158,8.381737717,373.1971458,485.1092148,15.46998024,3.985513801,4.775201718,181.4344194,7.146117225,0
ocean,18328.6959,6.907736147,351.4186342,377.0751326,10.67825495,4.246381526,3.703001047,172.5040208,7.507575296,0
ocean,20575.57316,6.19139922,312.0080945,513.5403984,17.70310393,4.266773089,4.817668211,214.8196269,7.997175823,0
ocean,11746.60752,6.961265386,314.9868005,407.1023017,13.77167997,3.615866079,3.689144992,234.3285691,5.174345998,0
river,20911.90467,6.361756275,289.1421749,421.1330348,9.631649747,4.286385772,4.54607021,258.8916012,7.811512445,0
ocean,20185.58716,6.121662233,306.1692512,413.655951,10.26277763,4.182495612,3.866874573,242.7299686,7.437216653,0
ocean,29298.35949,6.12917258,356.6452541,278.5026326,12.60620441,4.197372779,3.13060894,191.2779316,8.058135997,0
river,8572.421509,9.922076247,286.3275624,490.9426507,12.92643494,3.144984982,4.753018575,270.4661706,6.26111058,0
lake,20215.63285,7.054093205,306.6473845,431.3706622,17.42714462,4.050665128,4.587745469,219.2399523,6.957802749,0
ocean,24387.96807,4.234142964,333.06644253845724,428.9064317,18.14347397,4.195101479,5.270217774,131.7118961,9.663159015,0
ocean,33820.64576,7.396764075,353.1763283,321.3645185,19.34049879,8.917326193,3.885405037,197.7669743,6.732713713,0
river,15496.61172,6.985179147,266.5622105,569.5812878,17.30153609,4.389473686,3.079373114,272.9203851,4.886057057,0
ocean,21709.64771,6.120771056,352.3037707,417.1844458,19.68349292,3.916748002,3.997975215,201.8054906,6.950786515,0
lake,10925.3601,8.200972594,305.7965294,508.8510531,12.24462226,4.158379726,3.668088579,170.7322887,6.023022741,0
lake,34865.35768,3.139552658,400.6917743,385.4096085,16.57419003,3.942097232,4.270801389,167.9189217,9.011480407,0
lake,24244.11196,7.561175804,273.3843106,306.8374019,11.79623473,4.262956822,3.038483125,277.1169457,7.946767904,0
ocean,10120.11268,9.406773534,345.46113602896327,410.5090897,7.996294863,9.253054489,4.010036799,209.0596796,6.081615358,0
lake,20506.69842,5.476948714,333.77961786396287,445.931207,9.416901598,4.066693217,5.177963625,191.38241,8.146185794,0
lake,25433.46501,8.390811851,385.2366564,321.8674741,11.48352362,8.915675813,4.136950486,210.3765614,8.141861116,0
lake,12861.94654,9.245305828,347.6308336,598.6628774,10.54234179,9.046155886,4.732125346,211.3446867,7.703356821,0
river,28633.84638,8.174384532,330.48424175350624,386.661205,15.51492959,3.451773584,2.589867903,177.4442641,6.047651489,0
ocean,24978.48318,8.216485933,323.8243755,406.0944271,10.88121534,4.200425593,4.403083394,171.1252874,6.152857802,0
river,31935.69071,7.896364631,329.19071216462817,398.5742148,14.82443288,4.252099924,4.497629168,167.3284655,7.436537227,0
lake,9480.617796,8.415948255,295.6188377,383.4550683,18.32287885,9.116498869,1.986191593,275.6797801,7.130099196,0
lake,17782.60441,4.970601199,307.7527028,370.6005778,15.13809378,9.161766095,4.042637641,165.7942863,6.79212545,0
lake,32568.1535,5.333859972,320.96674672394647,436.2031128,13.92794627,4.28818367,4.701538331,149.5580888,9.47531626,0
ocean,5097.82585,6.081664053,361.6313811,294.9912247,5.537059329,8.824479698,4.006424839,225.116079,7.183108734,0
river,25937.71144,8.163143898,298.1924062,533.2883507,14.35649568,4.235855141,4.770154312,155.8357062,6.157443145,0
ocean,21044.20266,6.842947202,327.2612021,379.4924534,8.335244529,9.02856578,4.898421041,184.1360704,7.32354512,0
lake,35793.75779,7.286335788,384.6548025,398.6479443,17.85824171,4.293694269,4.249333174,156.8411949,6.931470427,0
river,22418.90819,7.153363582,283.9759925,350.9092266,19.86138156,4.140531107,4.619172769,220.9699797,6.306864459,0
ocean,17963.86685,7.725313959,346.2853289,466.103008,11.46843204,3.74367226,3.589146441,216.4280319,6.609680322,0
lake,9809.904,8.336777938,302.3257718,458.3667847,13.30485235,4.194473944,3.44374056,232.7385452,6.632205879,0
ocean,12641.52781,8.702061414,287.0125645,345.0839364,17.273966,4.084488058,4.080674996,197.1042098,5.716755667,0
lake,19713.50437,8.854386131,382.3415896,489.0470441,8.866966526,4.075458257,3.54131667,182.5410725,7.74045387,0
ocean,22916.57224,5.035633211,334.34466549611636,474.6179536,9.604154965,4.140523569,3.619321182,148.1860133,6.277277371,0
river,26262.54548,6.742150215,289.0143482,410.1013089,12.9246531,8.877101968,3.729960916,185.3385398,6.513016586,0
ocean,22195.21038,9.455598356,334.9713230354623,351.1801006,13.039764,4.16144183,3.885492316,227.5608668,6.234197672,0
ocean,18270.10506,6.121931342,344.8797537,402.6645821,15.4597516,4.356545115,4.931353522,194.880861,7.277143967,0
lake,20511.36924,5.908110988,313.353813,455.693256,16.02194073,3.973183424,3.709988662,205.2331194,6.643026538,0
ocean,18655.54189,7.024306505,338.046284534042,379.5379369,17.60406646,4.091540117,4.147028947,186.5608459,5.15045654,0
ocean,21319.7944,7.68124459,311.2535646,340.6306415,13.62381347,9.138975749,6.06455925,166.6373052,6.110545161,0
lake,19130.96153,6.803061491,340.2759489,433.4604373,10.7939957,4.34244996,3.807997464,182.4738756,7.831117737,0
lake,30862.78446,6.196276276,391.6668777,422.4895962,9.06690217,3.896918865,5.437618577,200.4672256,6.980727164,0
lake,39030.6037,6.986705178,373.7461928,340.5662445,19.08488285,4.00471258,2.940847996,217.8033177,8.552782416,0
ocean,8607.61251,7.701630393,272.1975647,384.3806692,16.07830522,4.014660119,3.71542875,275.7467165,6.449379439,0
lake,20185.67623,9.120931425,384.1172466,310.0748512,23.31769912,8.816595582,3.778458496,173.5287784,7.392084038,0
lake,28722.17585,5.536705208,310.2865771,471.5535946,10.64455442,3.927343859,3.715951409,218.139622,8.360795827,0
lake,37279.12895,6.360070219,377.8751931,285.3499428,17.03042901,3.910604798,3.779648433,113.5046982,7.619845077,0
